label,connectome_type,dataset,n_nodes,n_edges,density,sparsity,mean_weight,max_weight,Q,n_communities,in_degree_cv,out_degree_cv,total_degree_cv,reciprocity,n_reciprocal_pairs,fraction_in_nontrivial_scc,clustering_coefficient,n_triangles
neuropeptide_FLP-13_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-13_FRPR-8_RipollSanchez2023_midRange,302,192,0.00211216474885041,0.9978878352511495,1.0,1.0,0.06456163194444443,272,5.212009119571835,3.880316693117829,3.176199501380454,0.0,0,0.0,0.004524886877828055,8
neuropeptide_FLP-14_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-14_FRPR-8_RipollSanchez2023_midRange,302,338,0.0037182900266220765,0.996281709973378,1.0,1.0,0.1155771856727706,267,4.608343134104838,3.09587359531379,3.1109928191587186,0.10650887573964497,18,0.023178807947019868,0.4462629569012548,1105
neuropeptide_FLP-16_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-16_FRPR-8_RipollSanchez2023_midRange,302,879,0.009669754240830785,0.9903302457591692,1.0,1.0,0.1625722683626678,213,4.724106364354111,1.6456478445685008,2.5965180546443953,0.05460750853242321,24,0.026490066225165563,0.4684014869888476,2801
neuropeptide_FLP-17_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-17_FRPR-8_RipollSanchez2023_midRange,302,20,0.0002200171613385844,0.9997799828386614,1.0,1.0,0.0,302,5.4037024344425175,12.247448713915889,6.655824516917494,0.0,0,0.0,0.0,0
neuropeptide_FLP-25_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-25_FRPR-8_RipollSanchez2023_midRange,302,176,0.001936151019779543,0.9980638489802205,1.0,1.0,0.228047520661157,274,4.734792423910541,4.034362986983671,3.341029875676853,0.03409090909090909,3,0.009933774834437087,0.19172932330827067,260
neuropeptide_FLP-32_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-32_FRPR-8_RipollSanchez2023_midRange,302,544,0.005984466788409496,0.9940155332115905,1.0,1.0,0.1920685553633218,236,4.744692901194302,2.1807266613737486,2.5133483392811815,0.0,0,0.0,0.0,0
neuropeptide_FLP-4_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-4_FRPR-8_RipollSanchez2023_midRange,302,419,0.004609359530043344,0.9953906404699566,1.0,1.0,0.19933812179242544,251,4.821789793680408,2.478707291773239,2.7849267614127213,0.0477326968973747,10,0.016556291390728478,0.21130155329405464,593
neuropeptide_FLP-8_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-8_FRPR-8_RipollSanchez2023_midRange,302,46,0.0005060394710787442,0.9994939605289213,1.0,1.0,0.13610586011342152,288,5.1660517551840375,7.733021526425899,4.997541928869917,0.043478260869565216,1,0.006622516556291391,0.1368421052631579,42
neuropeptide_FLP-9_FRPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-9_FRPR-8_RipollSanchez2023_midRange,302,1508,0.016589293964929263,0.9834107060350707,1.0,1.0,0.1715941152052009,154,4.6492327610870054,1.1116890936366706,2.3373920607566183,0.005305039787798408,4,0.016556291390728478,0.2433455114822547,3348
neuropeptide_FLP-19_FRPR-9_RipollSanchez2023_midRange,neuropeptide,FLP-19_FRPR-9_RipollSanchez2023_midRange,302,1214,0.013355041693252074,0.9866449583067479,1.0,1.0,0.0323654019959343,238,2.6557639152140697,2.837718752903475,2.0227139029290018,0.03459637561779242,21,0.023178807947019868,0.18161716786146542,6473
neuropeptide_NLP-47_GNRR-1_RipollSanchez2023_midRange,neuropeptide,NLP-47_GNRR-1_RipollSanchez2023_midRange,302,1413,0.01554421244857099,0.984455787551429,1.0,1.0,0.1659797382409523,206,3.2569624173583365,2.092591352633217,1.8507219894852374,0.0014154281670205238,1,0.006622516556291391,0.06905236031392761,2281
neuropeptide_NLP-23_GNRR-3_RipollSanchez2023_midRange,neuropeptide,NLP-23_GNRR-3_RipollSanchez2023_midRange,302,22,0.00024201887747244286,0.9997579811225276,1.0,1.0,0.0,302,5.143398239932959,12.24744871391589,6.6040621108251525,0.0,0,0.0,0.0,0
neuropeptide_NLP-2_GNRR-6_RipollSanchez2023_midRange,neuropeptide,NLP-2_GNRR-6_RipollSanchez2023_midRange,302,30,0.0003300257420078766,0.9996699742579921,1.0,1.0,0.0,302,4.374166587286466,12.24744871391589,6.464002887788134,0.0,0,0.0,0.0,0
neuropeptide_NLP-22_GNRR-6_RipollSanchez2023_midRange,neuropeptide,NLP-22_GNRR-6_RipollSanchez2023_midRange,302,104,0.0011440892389606389,0.9988559107610394,1.0,1.0,0.12426035502958584,281,4.421571650215358,6.279368867392732,3.774280369513148,0.0,0,0.0,0.0,0
neuropeptide_NLP-23_GNRR-6_RipollSanchez2023_midRange,neuropeptide,NLP-23_GNRR-6_RipollSanchez2023_midRange,302,30,0.0003300257420078766,0.9996699742579921,1.0,1.0,0.0,302,4.374166587286466,12.24744871391589,6.464002887788134,0.0,0,0.0,0.0,0
neuropeptide_NLP-44_NMUR-1_RipollSanchez2023_midRange,neuropeptide,NLP-44_NMUR-1_RipollSanchez2023_midRange,302,72,0.0007920617808189038,0.9992079382191811,1.0,1.0,0.2407407407407407,269,3.0226766406736387,10.394977419675119,5.526818035053497,0.027777777777777776,1,0.006622516556291391,0.03222222222222222,29
neuropeptide_NLP-44_NMUR-2_RipollSanchez2023_midRange,neuropeptide,NLP-44_NMUR-2_RipollSanchez2023_midRange,302,50,0.000550042903346461,0.9994499570966535,1.0,1.0,0.26880000000000004,280,3.9889848332627187,9.742443225392693,5.216013803662715,0.0,0,0.0,0.0,0
neuropeptide_FLP-21_NPR-1_RipollSanchez2023_midRange,neuropeptide,FLP-21_NPR-1_RipollSanchez2023_midRange,302,407,0.004477349233240193,0.9955226507667598,1.0,1.0,0.0717179095557474,258,4.593275901630873,2.8897827349164436,2.797297027534168,0.014742014742014743,3,0.009933774834437087,0.22236340533672172,934
neuropeptide_FLP-3_NPR-10_RipollSanchez2023_midRange,neuropeptide,FLP-3_NPR-10_RipollSanchez2023_midRange,302,369,0.004059316626696882,0.9959406833733031,1.0,1.0,0.1586357326987904,258,3.1261228621418127,4.399345679099639,2.604173887887404,0.0,0,0.0,0.0,0
neuropeptide_FLP-34_NPR-11_RipollSanchez2023_midRange,neuropeptide,FLP-34_NPR-11_RipollSanchez2023_midRange,302,574,0.006314492530417373,0.9936855074695826,1.0,1.0,0.0520098580776748,248,4.2178718575213825,2.655116280424822,2.3895651000259353,0.0,0,0.0,0.0,0
neuropeptide_FLP-21_NPR-2_RipollSanchez2023_midRange,neuropeptide,FLP-21_NPR-2_RipollSanchez2023_midRange,302,1212,0.013333039977118216,0.9866669600228818,1.0,1.0,0.08081996318443727,228,2.5424684210414377,2.8673206737046164,2.0147345781746404,0.0462046204620462,28,0.026490066225165563,0.19659960588423994,6844
neuropeptide_NLP-72_NPR-22_RipollSanchez2023_midRange,neuropeptide,NLP-72_NPR-22_RipollSanchez2023_midRange,302,80,0.0008800686453543376,0.9991199313546456,1.0,1.0,0.13124999999999998,285,5.315660824394272,5.8643520528699495,3.923984741305705,0.025,1,0.006622516556291391,0.011940298507462687,4
neuropeptide_FLP-15_NPR-3_RipollSanchez2023_midRange,neuropeptide,FLP-15_NPR-3_RipollSanchez2023_midRange,302,1376,0.015137180700094607,0.9848628192999054,1.0,1.0,0.2245470524607896,224,2.560343593318366,2.486836202133388,1.854341444805241,0.05232558139534884,36,0.029801324503311258,0.20118627765309394,6709
neuropeptide_NLP-64_NPR-32_RipollSanchez2023_midRange,neuropeptide,NLP-64_NPR-32_RipollSanchez2023_midRange,302,976,0.01073683747332292,0.9892631625266771,1.0,1.0,0.03546593657618928,243,2.2826995082903823,3.653455786377511,2.364730791927084,0.09221311475409837,45,0.033112582781456956,0.1965672990063234,6004
neuropeptide_SNET-1_NPR-34_RipollSanchez2023_midRange,neuropeptide,SNET-1_NPR-34_RipollSanchez2023_midRange,302,456,0.005016391278519725,0.9949836087214803,1.0,1.0,0.0,302,3.8593700058565608,3.4034296427770228,2.4737658627808026,0.0,0,0.0,0.0,0
neuropeptide_NLP-10_NPR-35_RipollSanchez2023_midRange,neuropeptide,NLP-10_NPR-35_RipollSanchez2023_midRange,302,1053,0.011583903544476469,0.9884160964555235,1.0,1.0,0.08766162612316455,230,3.6510886398088265,2.1570631162800527,2.0733991088715187,0.001899335232668566,1,0.006622516556291391,0.0993807735255304,1886
neuropeptide_NLP-17_NPR-37_RipollSanchez2023_midRange,neuropeptide,NLP-17_NPR-37_RipollSanchez2023_midRange,302,126,0.0013861081164330818,0.998613891883567,1.0,1.0,0.23935500125976308,256,2.5855481447593918,9.294569105945973,4.771636880413106,0.0,0,0.0,0.0,0
neuropeptide_FLP-14_NPR-39_RipollSanchez2023_midRange,neuropeptide,FLP-14_NPR-39_RipollSanchez2023_midRange,302,731,0.00804162724692526,0.9919583727530747,1.0,1.0,0.14134265038054797,247,3.0233563997108055,3.148802073337334,2.231457693303264,0.016415868673050615,6,0.013245033112582781,0.12000861048326338,1974
neuropeptide_FLP-8_NPR-39_RipollSanchez2023_midRange,neuropeptide,FLP-8_NPR-39_RipollSanchez2023_midRange,302,101,0.0011110866647598512,0.9988889133352401,1.0,1.0,0.1682188020782277,270,3.4032484179292335,7.727854382652056,4.36038300013338,0.019801980198019802,1,0.006622516556291391,0.057435897435897436,92
neuropeptide_FLP-18_NPR-4_RipollSanchez2023_midRange,neuropeptide,FLP-18_NPR-4_RipollSanchez2023_midRange,302,2600,0.028602230974015975,0.9713977690259841,1.0,1.0,0.15531360946745565,194,2.2105627278963373,2.047761658653391,1.4444560922253276,0.016153846153846154,21,0.023178807947019868,0.12429607208221878,12313
neuropeptide_FLP-14_NPR-40_RipollSanchez2023_midRange,neuropeptide,FLP-14_NPR-40_RipollSanchez2023_midRange,302,887,0.009757761105366218,0.9902422388946338,1.0,1.0,0.06374170817609745,240,2.821105662738547,3.1433978126619246,1.9899489295571928,0.0,0,0.0,0.0,0
neuropeptide_FLP-8_NPR-40_RipollSanchez2023_midRange,neuropeptide,FLP-8_NPR-40_RipollSanchez2023_midRange,302,145,0.001595124419704737,0.9984048755802952,1.0,1.0,0.1099643281807372,265,2.8848120058603066,7.87308665392211,4.1324216196233605,0.0,0,0.0,0.0,0
neuropeptide_NLP-13_NPR-41_RipollSanchez2023_midRange,neuropeptide,NLP-13_NPR-41_RipollSanchez2023_midRange,302,373,0.004103320058964599,0.9958966799410354,1.0,1.0,0.22553170079566445,209,7.276177441465644,1.6408141886108754,3.8448377254299313,0.0160857908847185,3,0.009933774834437087,0.5301204819277109,513
neuropeptide_NLP-3_NPR-42_RipollSanchez2023_midRange,neuropeptide,NLP-3_NPR-42_RipollSanchez2023_midRange,302,400,0.004400343226771688,0.9955996567732283,1.0,1.0,0.02774999999999997,253,5.323466915460263,2.568131616564852,2.869433742047374,0.0,0,0.0,0.0,0
neuropeptide_NLP-17_NPR-43_RipollSanchez2023_midRange,neuropeptide,NLP-17_NPR-43_RipollSanchez2023_midRange,302,185,0.002035158742381906,0.9979648412576181,1.0,1.0,0.21352812271731197,240,2.11652512328969,9.065509493751591,4.645008002424304,0.0,0,0.0,0.010062756979008873,93
neuropeptide_FLP-18_NPR-5_RipollSanchez2023_midRange,neuropeptide,FLP-18_NPR-5_RipollSanchez2023_midRange,302,3158,0.03474070977536248,0.9652592902246375,1.0,1.0,0.22586304332393062,193,1.9102181173758113,2.0178975239103223,1.4377831327786714,0.1057631412286257,167,0.0728476821192053,0.23894311515712094,26541
neuropeptide_FLP-27_NPR-8_RipollSanchez2023_midRange,neuropeptide,FLP-27_NPR-8_RipollSanchez2023_midRange,302,1080,0.011880926712283559,0.9881190732877164,1.0,1.0,0.13578703703703698,242,2.7085180373864475,2.7891458737533696,2.116623124207853,0.1111111111111111,60,0.04304635761589404,0.2408614597294992,5661
neuropeptide_FLP-8_NTR-1_RipollSanchez2023_midRange,neuropeptide,FLP-8_NTR-1_RipollSanchez2023_midRange,302,55,0.0006050471936811071,0.9993949528063188,1.0,1.0,0.0952066115702478,284,4.567691063643924,8.208944929740005,4.643559478255789,0.0,0,0.0,0.0,0
neuropeptide_NTC-1_NTR-1_RipollSanchez2023_midRange,neuropeptide,NTC-1_NTR-1_RipollSanchez2023_midRange,302,41,0.00045103518074409804,0.9995489648192559,1.0,1.0,0.061867935752528254,286,4.514304055608598,10.007284675645886,5.44345220622679,0.0,0,0.0,0.0,0
neuropeptide_NLP-37_PDFR-1_RipollSanchez2023_midRange,neuropeptide,NLP-37_PDFR-1_RipollSanchez2023_midRange,302,2060,0.022661767617874196,0.9773382323821258,1.0,1.0,0.10374870393062496,143,1.0156300424224254,4.4181768354329565,2.3057415927596416,0.043689320388349516,45,0.033112582781456956,0.06138659512931215,11505
neuropeptide_NLP-49_SEB-3_RipollSanchez2023_midRange,neuropeptide,NLP-49_SEB-3_RipollSanchez2023_midRange,302,1077,0.01184792413808277,0.9881520758619172,1.0,1.0,0.2061884822260673,211,1.8093705900684003,4.178310223706913,2.276544941246557,0.011142061281337047,6,0.013245033112582781,0.041651150133203474,2609
neuropeptide_NLP-42_SPRR-1_RipollSanchez2023_midRange,neuropeptide,NLP-42_SPRR-1_RipollSanchez2023_midRange,302,192,0.00211216474885041,0.9978878352511495,1.0,1.0,0.007812500000000111,263,2.5758881289329665,7.7088400734337315,4.377349319619376,0.10416666666666667,10,0.016556291390728478,0.10300668151447662,350
neuropeptide_NLP-38_SPRR-2_RipollSanchez2023_midRange,neuropeptide,NLP-38_SPRR-2_RipollSanchez2023_midRange,302,498,0.005478427317330752,0.9945215726826693,1.0,1.0,0.2804470895630716,239,4.532005290205697,2.3700428160589047,2.457446586418759,0.0,0,0.0,0.0,0
neuropeptide_NLP-58_TKR-1_RipollSanchez2023_midRange,neuropeptide,NLP-58_TKR-1_RipollSanchez2023_midRange,302,526,0.00578645134320477,0.9942135486567952,1.0,1.0,0.3151700906475444,241,3.3415845290476107,3.4619119351242222,2.2995119814498617,0.0,0,0.0,0.0,0
neuropeptide_NLP-58_TKR-2_RipollSanchez2023_midRange,neuropeptide,NLP-58_TKR-2_RipollSanchez2023_midRange,302,198,0.0021781698972519856,0.997821830102748,1.0,1.0,0.17253341495765742,265,6.106175484127097,3.05326318551019,3.339453365558001,0.0,0,0.0,0.0,0
neuropeptide_NLP-54_TRHR-1_RipollSanchez2023_midRange,neuropeptide,NLP-54_TRHR-1_RipollSanchez2023_midRange,302,260,0.0028602230974015975,0.9971397769025984,1.0,1.0,0.20047337278106514,250,2.818482952555533,5.99325064171672,3.4799063953948624,0.007692307692307693,1,0.006622516556291391,0.05147426286856572,360
monoamine_RipollSanchez2023,monoamine,RipollSanchez2023,302,2866,0.031528459219819144,0.9684715407801808,1.4326587578506629,3.0,0.31255188550655555,19,0.6534430309537061,3.99347469051532,2.019593028451146,0.03977669225401256,57,0.056291390728476824,0.045856272882485595,12723
monoamine_Bentley2016,monoamine,Bentley2016,302,1916,0.021077644056236387,0.9789223559437636,1.0,1.0,0.31937949189552,72,0.7861241107752646,4.248487840320881,2.2299360897110008,0.06471816283924843,62,0.052980132450331126,0.05582456629276109,7228
monoamine_dopamine_Bentley2016,monoamine,dopamine_Bentley2016,302,1152,0.012672988493102461,0.9873270115068975,1.0,1.0,6.938893903907228e-18,295,1.0413830632450194,6.062177826491071,3.1426349443302546,0.04861111111111111,28,0.026490066225165563,0.04861111111111111,3892
monoamine_serotonin_Bentley2016,monoamine,serotonin_Bentley2016,302,490,0.005390420452795318,0.9946095795472046,1.0,1.0,0.0,223,1.6387132425204831,7.023888553524195,3.6075629752749645,0.004081632653061225,1,0.006622516556291391,0.02044120623355596,724
monoamine_tyramine_Bentley2016,monoamine,tyramine_Bentley2016,302,224,0.0024641922069921452,0.9975358077930079,1.0,1.0,0.0,302,1.3024701806293193,12.247448713915889,6.1175245927464115,0.0,0,0.0,0.0,0
monoamine_octopamine_Bentley2016,monoamine,octopamine_Bentley2016,302,54,0.0005940463356141779,0.9994059536643858,1.0,1.0,0.0,301,3.1588054904030214,12.247448713915889,6.503138421396732,0.037037037037037035,1,0.006622516556291391,0.037037037037037035,26
