neuronID,neuronClass,figNeuronClass,synonym,cellType,sensoryType,sensoryType:chemical,sensoryType:odor,sensoryType:pheromone,sensoryType:osmolarity,sensoryType:oxygen,sensoryType:carbon_dioxide,sensoryType:photon,sensoryType:thermal,sensoryType:electrical,sensoryType:mechanical,sensoryType:stretch,sensoryType:nociceptive,cellType:pharynx,cellType:sensory,cellType:interneuron,cellType:motor,cellType:unknown,segment,segment:head,segment:midbody,segment:tail,process:nerve_ring,process:ventral_retrovesicular_ganglion,process:ventral_cord,process:dorsal_cord,process:tail_preanal_ganglion,process:amphid_commissure_left,process:amphid_commissure_right,process:pharynx,process:labial_sensory_right,process:labial_sensory_left,process:anterior_to_nerve_ring,process:tail_tip,process:labial_sensory_dorsal_right,process:labial_sensory_dorsal_left,process:labial_sensory_ventral_right,process:labial_sensory_ventral_left,process:deirid_commissure_right,process:dorsal_sublateral_right,process:dorsal_sublateral_left,process:deirid_commissure_left,process:ventral_sublateral_left,process:ventral_sublateral_right,process:canal_associated_tail,process:canal_associated_right,process:canal_associated_left,process:anterior_subventral_cord_right,process:anterior_subventral_cord_left,process:anterior_subdorsal_cord_right,process:anterior_subdorsal_cord_left
SMDVL,SMD,SMDV,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SMDVR,SMD,SMDV,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
URADL,URA,URAD,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,URA,URAD,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVL,URA,URAV,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVR,URA,URAV,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA01,DA,,DA1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA02,DA,,DA2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA03,DA,,DA3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA04,DA,,DA4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA05,DA,,DA5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA06,DA,,DA6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA07,DA,,DA7,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA08,DA,,DA8,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA09,DA,,DA9,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDA,PDA,,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB01,DB,,DB1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB02,DB,,DB2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB03,DB,,DB3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB04,DB,,DB4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB05,DB,,DB5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB06,DB,,DB6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB07,DB,,DB7,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS01,AS,,AS1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS02,AS,,AS2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS03,AS,,AS3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS04,AS,,AS4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS05,AS,,AS5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS06,AS,,AS6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS07,AS,,AS7,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS08,AS,,AS8,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS09,AS,,AS9,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10,AS,,AS10,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11,AS,,AS11,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDB,PDB,,,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD01,DD,,DD1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD02,DD,,DD2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD03,DD,,DD3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD04,DD,,DD4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD05,DD,,DD5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD06,DD,,DD6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA01,VA,,VA1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA02,VA,,VA2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA03,VA,,VA3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA04,VA,,VA4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA05,VA,,VA5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA06,VA,,VA6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA07,VA,,VA7,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA08,VA,,VA8,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA09,VA,,VA9,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA10,VA,,VA10,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA11,VA,,VA11,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA12,VA,,VA12,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB01,VB,VB01,VB1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB02,VB,VB02,VB2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB03,VB,,VB3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB04,VB,,VB4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB05,VB,,VB5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB06,VB,,VB6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB07,VB,,VB7,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB08,VB,,VB8,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB09,VB,,VB9,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB10,VB,,VB10,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB11,VB,,VB11,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD01,VD,,VD1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD02,VD,,VD2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD03,VD,,VD3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD04,VD,,VD4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD05,VD,,VD5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD06,VD,,VD6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD07,VD,,VD7,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD08,VD,,VD8,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD09,VD,,VD9,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD10,VD,,VD10,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD11,VD,,VD11,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD12,VD,,VD12,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD13,VD,,VD13,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Midbody, Tail      ",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSNL,HSN,,HSNL,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSNR,HSN,,HSNR,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC01,VC,,VC1,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC02,VC,,VC2,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Head, Midbody      ",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC03,VC,,VC3,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC04,VC,,VC4,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC05,VC,,VC5,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC06,VC,,VC6,motor neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
