neuronID,neuronClass,figNeuronClass,synonym,cellType,sensoryType,sensoryType:chemical,sensoryType:odor,sensoryType:pheromone,sensoryType:osmolarity,sensoryType:oxygen,sensoryType:carbon_dioxide,sensoryType:photon,sensoryType:thermal,sensoryType:electrical,sensoryType:mechanical,sensoryType:stretch,sensoryType:nociceptive,cellType:pharynx,cellType:sensory,cellType:interneuron,cellType:motor,cellType:unknown,segment,segment:head,segment:midbody,segment:tail,process:nerve_ring,process:ventral_retrovesicular_ganglion,process:ventral_cord,process:dorsal_cord,process:tail_preanal_ganglion,process:amphid_commissure_left,process:amphid_commissure_right,process:pharynx,process:labial_sensory_right,process:labial_sensory_left,process:anterior_to_nerve_ring,process:tail_tip,process:labial_sensory_dorsal_right,process:labial_sensory_dorsal_left,process:labial_sensory_ventral_right,process:labial_sensory_ventral_left,process:deirid_commissure_right,process:dorsal_sublateral_right,process:dorsal_sublateral_left,process:deirid_commissure_left,process:ventral_sublateral_left,process:ventral_sublateral_right,process:canal_associated_tail,process:canal_associated_right,process:canal_associated_left,process:anterior_subventral_cord_right,process:anterior_subventral_cord_left,process:anterior_subdorsal_cord_right,process:anterior_subdorsal_cord_left
I1L,I1,I1,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1R,I1,I1,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I2L,I2,I2,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I2R,I2,I2,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I3,I3,I3,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I4,I4,I4,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5,I5,I5,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I6,I6,I6,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,M1,M1,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2L,M2,M2,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2R,M2,M2,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3L,M3,M3,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3R,M3,M3,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4,M4,M4,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5,M5,M5,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCL,MC,MC,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCR,MC,MC,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MI,MI,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSML,NSM,NSM,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSMR,NSM,NSM,,Pharynx,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Head,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFL,ADF,ADF,,sensory neuron,chemosensory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFR,ADF,ADF,,sensory neuron,chemosensory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,ADL,ADL,,sensory neuron,chemosensory oxygen sensory,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLR,ADL,ADL,,sensory neuron,chemosensory oxygen sensory,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASEL,ASE,ASEL,,sensory neuron,chemosensory carbondioxide sensory,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASER,ASE,ASER,,sensory neuron,chemosensory carbondioxide sensory,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGL,ASG,ASG,,sensory neuron,chemosensory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGR,ASG,ASG,,sensory neuron,chemosensory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHL,ASH,ASH,,sensory neuron,chemosensory odorsensory nocioceptor osmoceptor thermosensory mechanosensory electrosensory photosensory,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHR,ASH,ASH,,sensory neuron,chemosensory odorsensory nocioceptor osmoceptor thermosensory mechanosensory electrosensory photosensory,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIL,ASI,ASI,,sensory neuron,chemosensory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIR,ASI,ASI,,sensory neuron,chemosensory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJL,ASJ,ASJ,,sensory neuron,chemosensory electrosensory photosensory,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJR,ASJ,ASJ,,sensory neuron,chemosensory electrosensory photosensory,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,ASK,ASK,,sensory neuron,chemosensory electrosensory pheromonesensory photosensory,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKR,ASK,ASK,,sensory neuron,chemosensory electrosensory pheromonesensory photosensory,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAL,AWA,AWA,,sensory neuron,chemosensory odorsensory,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,AWA,AWA,,sensory neuron,chemosensory odorsensory,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,AWB,AWB,,sensory neuron,chemosensory odorsensory electrosensory photosensory,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,AWB,AWB,,sensory neuron,chemosensory odorsensory electrosensory photosensory,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,AWC,AWC,AWCOFF,sensory neuron,chemosensory odorsensory thermosensory electrosensory,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,AWC,AWC,AWCON,sensory neuron,chemosensory odorsensory thermosensory electrosensory,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDL,AFD,AFD,,sensory neuron,thermosensory carbondioxide sensory nocioceptor,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDR,AFD,AFD,,sensory neuron,thermosensory carbondioxide sensory nocioceptor,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,IL2,IL2D,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,IL2,IL2D,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,IL2,IL2L,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,IL2,IL2R,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VL,IL2,IL2V,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,IL2,IL2V,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDL,OLQ,OLQD,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDR,OLQ,OLQD,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,OLQ,OLQV,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,OLQ,OLQV,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLL,OLL,OLL,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,OLL,OLL,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,CEP,CEPD,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDR,CEP,CEPD,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPVL,CEP,CEPV,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPVR,CEP,CEPV,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,ALM,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMR,ALM,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVM,AVM,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Head, Midbody      ",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVM,PVM,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLML,PLM,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Midbody, Tail      ",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLMR,PLM,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Midbody, Tail      ",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNL,ALN,,,sensory neuron,oxygen sensory,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Head, Tail         ",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNR,ALN,,,sensory neuron,oxygen sensory,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Head, Tail         ",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLNL,PLN,,,sensory neuron,oxygen sensory,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Head, Midbody, Tail",1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PLNR,PLN,,,sensory neuron,oxygen sensory,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Head, Midbody, Tail",1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FLPL,FLP,FLP,,sensory neuron,thermosensory mechanosensory nocioceptor,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FLPR,FLP,FLP,,sensory neuron,thermosensory mechanosensory nocioceptor,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PVDL,PVD,,,sensory neuron,thermosensory mechanosensory nocioceptor,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,"Midbody, Tail      ",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PVDR,PVD,,,sensory neuron,thermosensory mechanosensory nocioceptor,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,"Midbody, Tail      ",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BAGL,BAG,BAG,,sensory neuron,oxygen sensory  carbondioxide sensory,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,BAG,BAG,,sensory neuron,oxygen sensory  carbondioxide sensory,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,URX,URX,,sensory neuron,oxygen sensory  carbondioxide sensory,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,URX,URX,,sensory neuron,oxygen sensory  carbondioxide sensory,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,URY,URYD,,sensory neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,URY,URYD,,sensory neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,URY,URYV,,sensory neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,URY,URYV,,sensory neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,AQR,AQR,,sensory neuron,oxygen sensory  carbondioxide sensory  mechanosensory,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PQR,PQR,,,sensory neuron,oxygen sensory  carbondioxide sensory,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Midbody, Tail      ",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADEL,ADE,ADE,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADER,ADE,ADE,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PDEL,PDE,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDER,PDE,,,sensory neuron,mechanosensory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Midbody,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAL,PHA,,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAR,PHA,,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHBL,PHB,,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHBR,PHB,,,sensory neuron,chemosensory mechanosensory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHCL,PHC,,,sensory neuron,thermosensory  nocioceptor,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Tail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHCR,PHC,,,sensory neuron,thermosensory  nocioceptor,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Tail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQL,SDQ,,,sensory neuron,oxygen sensory mechanosensory,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"Head, Midbody      ",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SDQR,SDQ,,,sensory neuron,oxygen sensory mechanosensory,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"Head, Midbody      ",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
URBL,URB,URB,,sensory neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBR,URB,URB,,sensory neuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Head,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,DVA,,,sensory neuron,strech sensory,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Head, Midbody, Tail",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAL,AUA,AUA,,interneuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Head,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,AUA,AUA,,interneuron,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Head,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
